timestamp,borrower_id,row_index,stage,agent_name,raw_output,parsed_decision,confidence_flag,brief_reason,kaggle_truth_label
2026-05-13T17:52:01,B003,2,discussion,CreditAgent,"Decision: Approve Confidence: high Brief reason: Stable housing ownership, employment status, and a manageable 12-month term offset the risk from limited liquid assets.",approve,high,"Stable housing ownership, employment status, and a manageable 12-month term offset the risk from limited liquid assets.",good
2026-05-13T17:52:35,B003,2,discussion,ComplianceAgent,"Decision: Approve Confidence: high Brief reason: Stable housing ownership, job type, and educational purpose mitigate the risk for this short-term loan despite limited savings.",approve,high,"Stable housing ownership, job type, and educational purpose mitigate the risk for this short-term loan despite limited savings.",good
2026-05-13T17:53:28,B003,2,discussion,SummariserAgent,"Decision: Approve Confidence: high Brief reason: Stable housing ownership, a manageable 12-month duration, and an educational purpose mitigate the risk posed by limited liquid assets.",approve,high,"Stable housing ownership, a manageable 12-month duration, and an educational purpose mitigate the risk posed by limited liquid assets.",good
2026-05-13T17:53:59,B003,2,discussion,WeakModelAgent,Decision: Approve Confidence: medium Brief reason: Stable housing ownership and short duration mitigate risks despite limited liquid assets.,approve,medium,Stable housing ownership and short duration mitigate risks despite limited liquid assets.,good
2026-05-13T17:55:19,B004,3,precommit,RouterManager,Decision: Approve Confidence: medium Brief reason: The established employment and essential loan purpose mitigate the risk posed by limited liquid assets.,approve,medium,The established employment and essential loan purpose mitigate the risk posed by limited liquid assets.,good
2026-05-13T17:55:41,B004,3,precommit,IncomeAgent,Decision: Refer Confidence: medium Brief reason: Limited savings and checking account balances suggest insufficient financial cushion for this loan amount.,refer,medium,Limited savings and checking account balances suggest insufficient financial cushion for this loan amount.,good
2026-05-13T17:56:04,B004,3,precommit,FraudAgent,Decision: Refer Confidence: medium Brief reason: Low savings and checking account balances suggest limited financial reserves despite stable housing status.,refer,medium,Low savings and checking account balances suggest limited financial reserves despite stable housing status.,good
2026-05-13T17:56:27,B004,3,precommit,CreditAgent,"Decision: Approve Confidence: high Brief reason: The loan purpose is manageable, and the borrower's profile suggests sufficient stability despite limited savings.",approve,high,"The loan purpose is manageable, and the borrower's profile suggests sufficient stability despite limited savings.",good
2026-05-13T17:56:49,B004,3,precommit,ComplianceAgent,Decision: Refer Confidence: medium Brief reason: The combination of low liquid funds and unstable housing increases the perceived credit risk.,refer,medium,The combination of low liquid funds and unstable housing increases the perceived credit risk.,good
2026-05-13T17:57:16,B004,3,precommit,SummariserAgent,Decision: Approve Confidence: medium Brief reason: Stable housing and age mitigate risk despite low liquid account balances.,approve,medium,Stable housing and age mitigate risk despite low liquid account balances.,good
2026-05-13T17:57:51,B004,3,precommit,WeakModelAgent,"Decision: Refer Confidence: medium Brief reason: Low liquid assets suggest limited financial cushion, requiring further income verification before approval.",refer,medium,"Low liquid assets suggest limited financial cushion, requiring further income verification before approval.",good
2026-05-13T17:59:01,B004,3,discussion,RouterManager,Decision: Refer Confidence: medium Brief reason: The consistently low liquid funds in both savings and checking accounts pose a significant risk that requires further income verification before approval.,refer,medium,The consistently low liquid funds in both savings and checking accounts pose a significant risk that requires further income verification before approval.,good
2026-05-13T17:59:38,B004,3,discussion,IncomeAgent,Decision: Refer Confidence: medium Brief reason: Limited savings and checking account balances suggest insufficient financial cushion for the requested loan amount.,refer,medium,Limited savings and checking account balances suggest insufficient financial cushion for the requested loan amount.,good
2026-05-13T18:00:17,B004,3,discussion,FraudAgent,Decision: Refer Confidence: medium Brief reason: Limited savings and checking account balances raise concerns about immediate financial cushion despite stable employment.,refer,medium,Limited savings and checking account balances raise concerns about immediate financial cushion despite stable employment.,good
2026-05-13T18:00:53,B004,3,discussion,CreditAgent,Decision: Refer Confidence: medium Brief reason: Limited liquid assets relative to the loan size require further verification of the borrower's immediate financial cushion.,refer,medium,Limited liquid assets relative to the loan size require further verification of the borrower's immediate financial cushion.,good
2026-05-13T18:01:56,B004,3,discussion,ComplianceAgent,"Decision: Refer Confidence: medium Brief reason: Low liquid assets suggest insufficient financial cushion, requiring further income verification before approval.",refer,medium,"Low liquid assets suggest insufficient financial cushion, requiring further income verification before approval.",good
2026-05-13T18:02:31,B004,3,discussion,SummariserAgent,"Decision: Refer Confidence: medium Brief reason: Limited savings and checking account balances suggest insufficient financial cushion, requiring further verification of income stability relative to debt burden.",refer,medium,"Limited savings and checking account balances suggest insufficient financial cushion, requiring further verification of income stability relative to debt burden.",good
2026-05-13T18:03:27,B004,3,discussion,WeakModelAgent,Decision: Refer Confidence: medium Brief reason: Limited savings and checking account balances suggest insufficient financial cushion for this loan amount.,refer,medium,Limited savings and checking account balances suggest insufficient financial cushion for this loan amount.,good
2026-05-13T18:03:59,B005,4,precommit,RouterManager,Decision: Refer Confidence: medium Brief reason: Low savings and checking account status raise concerns about immediate liquidity despite stable employment.,refer,medium,Low savings and checking account status raise concerns about immediate liquidity despite stable employment.,bad
2026-05-13T18:04:30,B005,4,precommit,IncomeAgent,Decision: Approve Confidence: medium Brief reason: The lack of housing costs combined with stable demographic data suggests manageable repayment capacity for this loan amount.,approve,medium,The lack of housing costs combined with stable demographic data suggests manageable repayment capacity for this loan amount.,bad
2026-05-13T18:04:57,B005,4,precommit,FraudAgent,Decision: Approve Confidence: medium Brief reason: The borrower exhibits stable employment and housing status which outweighs low liquid assets.,approve,medium,The borrower exhibits stable employment and housing status which outweighs low liquid assets.,bad
2026-05-13T18:05:26,B005,4,precommit,CreditAgent,Decision: Refer Confidence: medium Brief reason: Low liquid assets combined with a significant car loan requires further income verification and budget review.,refer,medium,Low liquid assets combined with a significant car loan requires further income verification and budget review.,bad
2026-05-13T18:05:57,B005,4,precommit,ComplianceAgent,Decision: Reject Confidence: medium Brief reason: Low savings and checking account status indicate limited financial buffer relative to the requested credit amount.,reject,medium,Low savings and checking account status indicate limited financial buffer relative to the requested credit amount.,bad
2026-05-13T18:06:26,B005,4,precommit,SummariserAgent,Decision: Approve Confidence: medium Brief reason: The stable housing situation and moderate repayment period mitigate the risk posed by low liquid funds.,approve,medium,The stable housing situation and moderate repayment period mitigate the risk posed by low liquid funds.,bad
2026-05-13T18:07:22,B005,4,precommit,WeakModelAgent,Decision: Approve Confidence: medium Brief reason: The borrower's stable job type and manageable loan duration suggest sufficient capacity despite low liquid funds.,approve,medium,The borrower's stable job type and manageable loan duration suggest sufficient capacity despite low liquid funds.,bad
2026-05-13T18:07:57,B005,4,discussion,RouterManager,Decision: Refer Confidence: medium Brief reason: Low,refer,medium,Low,bad
2026-05-13T18:08:32,B005,4,discussion,IncomeAgent,Decision: Approve Confidence: medium Brief reason: The lack of housing costs significantly improves the overall calculated repayment capacity despite low liquid assets.,approve,medium,The lack of housing costs significantly improves the overall calculated repayment capacity despite low liquid assets.,bad
2026-05-13T18:09:26,B005,4,discussion,FraudAgent,Decision: Refer Confidence: medium Brief reason: More information is required for a final decision.,refer,medium,More information is required for a final decision.,bad
2026-05-13T18:10:02,B005,4,discussion,CreditAgent,Decision: Refer Confidence: medium Brief reason: Low,refer,medium,Low,bad
2026-05-13T18:10:36,B005,4,discussion,ComplianceAgent,Decision: Refer Confidence: medium Brief reason: Low liquid assets relative to the requested credit amount require further income verification before approval can be granted.,refer,medium,Low liquid assets relative to the requested credit amount require further income verification before approval can be granted.,bad
2026-05-13T18:11:11,B005,4,discussion,SummariserAgent,Decision: Refer Confidence: medium Brief reason: Low liquid assets relative to the significant loan amount necessitate further income and budget verification despite stable housing status.,refer,medium,Low liquid assets relative to the significant loan amount necessitate further income and budget verification despite stable housing status.,bad
2026-05-13T18:11:45,B005,4,discussion,WeakModelAgent,Decision: Refer Confidence: medium Brief reason: Low liquid assets combined with a significant car loan require detailed income and budget verification.,refer,medium,Low liquid assets combined with a significant car loan require detailed income and budget verification.,bad
2026-05-13T18:12:15,B006,5,precommit,RouterManager,"Decision: Refer Confidence: low Brief reason: Key financial data regarding savings and checking accounts are unknown, requiring manual review before approval.",refer,low,"Key financial data regarding savings and checking accounts are unknown, requiring manual review before approval.",good
2026-05-13T18:12:41,B006,5,precommit,IncomeAgent,Decision: Refer Confidence: low Brief reason: Critical income details and verifiable financial statements are missing for adequate repayment capacity assessment.,refer,low,Critical income details and verifiable financial statements are missing for adequate repayment capacity assessment.,good
2026-05-13T18:13:03,B006,5,precommit,FraudAgent,"Decision: Approve Confidence: high Brief reason: The borrower exhibits strong stability signals through housing ownership, stable employment, and a legitimate educational purpose.",approve,high,"The borrower exhibits strong stability signals through housing ownership, stable employment, and a legitimate educational purpose.",good
2026-05-13T18:13:28,B006,5,precommit,CreditAgent,"Decision: Approve Confidence: high Brief reason: The combination of a stable profile, education purpose, and free housing suggests manageable repayment capacity.",approve,high,"The combination of a stable profile, education purpose, and free housing suggests manageable repayment capacity.",good
2026-05-13T18:13:47,B006,5,precommit,ComplianceAgent,Decision: Approve Confidence: high Brief reason: Stable housing and the educational purpose suggest a low risk profile fit for structured lending criteria.,approve,high,Stable housing and the educational purpose suggest a low risk profile fit for structured lending criteria.,good
2026-05-13T18:14:13,B006,5,precommit,SummariserAgent,"Decision: Approve Confidence: medium Brief reason: The borrower shows strong housing and age stability, despite unknown banking account statuses.",approve,medium,"The borrower shows strong housing and age stability, despite unknown banking account statuses.",good
2026-05-13T18:14:34,B006,5,precommit,WeakModelAgent,Decision: Approve Confidence: high Brief reason: The stable job type and free housing status indicate strong financial reliability for the loan purpose.,approve,high,The stable job type and free housing status indicate strong financial reliability for the loan purpose.,good
2026-05-13T18:15:35,B006,5,discussion,RouterManager,"Decision: Approve Confidence: high Brief reason: The strong structural stability signals from free housing, stable job type, and education purpose outweigh the lack of verifiable account data.",approve,high,"The strong structural stability signals from free housing, stable job type, and education purpose outweigh the lack of verifiable account data.",good
2026-05-13T18:16:10,B006,5,discussion,IncomeAgent,"Decision: Refer Confidence: high Brief reason: Critical income details and verifiable banking statements are unknown, preventing adequate assessment of current cash flow.",refer,high,"Critical income details and verifiable banking statements are unknown, preventing adequate assessment of current cash flow.",good
2026-05-13T18:17:14,B006,5,discussion,FraudAgent,Decision: Approve Confidence: high Brief reason: The strong stability signals from free housing and an educational purpose outweigh the risks posed by unknown account statuses.,approve,high,The strong stability signals from free housing and an educational purpose outweigh the risks posed by unknown account statuses.,good
2026-05-13T18:17:45,B006,5,discussion,CreditAgent,"Decision: Approve Confidence: high Brief reason: Strong stability signals from free housing, stable employment, and an educational purpose mitigate the risks associated with unknown account statuses.",approve,high,"Strong stability signals from free housing, stable employment, and an educational purpose mitigate the risks associated with unknown account statuses.",good
2026-05-13T18:18:20,B006,5,discussion,ComplianceAgent,"Decision: Approve Confidence: high Brief reason: The stable housing status, consistent employment signal, and educational purpose outweigh the unknowns in banking records.",approve,high,"The stable housing status, consistent employment signal, and educational purpose outweigh the unknowns in banking records.",good
2026-05-13T18:18:54,B006,5,discussion,SummariserAgent,"Decision: Approve Confidence: high Brief reason: The combination of stable housing, employment type, and educational purpose suggests a manageable risk profile despite unknown banking details.",approve,high,"The combination of stable housing, employment type, and educational purpose suggests a manageable risk profile despite unknown banking details.",good
2026-05-13T18:19:30,B006,5,discussion,WeakModelAgent,Decision: Approve Confidence: high Brief reason: Stable housing and job type provide sufficient heuristic assurance to outweigh unknown account statuses for this educational purpose loan.,approve,high,Stable housing and job type provide sufficient heuristic assurance to outweigh unknown account statuses for this educational purpose loan.,good
2026-05-13T18:19:58,B007,6,precommit,RouterManager,Decision: Approve Confidence: high Brief reason: The combination of owning housing and having substantial savings indicates strong financial stability.,approve,high,The combination of owning housing and having substantial savings indicates strong financial stability.,good
2026-05-13T18:20:21,B007,6,precommit,IncomeAgent,Decision: Approve Confidence: high Brief reason: The combination of owning housing and having quite rich savings indicates strong financial stability and repayment capacity.,approve,high,The combination of owning housing and having quite rich savings indicates strong financial stability and repayment capacity.,good
2026-05-13T18:20:43,B007,6,precommit,FraudAgent,Decision: Approve Confidence: high Brief reason: The combination of owning a home and having quite rich savings indicates strong financial stability.,approve,high,The combination of owning a home and having quite rich savings indicates strong financial stability.,good
2026-05-13T18:21:07,B007,6,precommit,CreditAgent,Decision: Approve Confidence: high Brief reason: The borrower demonstrates strong financial stability through owned housing and substantial savings.,approve,high,The borrower demonstrates strong financial stability through owned housing and substantial savings.,good
2026-05-13T18:21:34,B007,6,precommit,ComplianceAgent,Decision: Approve Confidence: high Brief reason: The combination of owning housing and having quite rich savings indicates strong financial stability.,approve,high,The combination of owning housing and having quite rich savings indicates strong financial stability.,good
2026-05-13T18:22:01,B007,6,precommit,SummariserAgent,Decision: Approve Confidence: high Brief reason: The combination of owning a home and having quite rich savings indicates strong repayment capacity.,approve,high,The combination of owning a home and having quite rich savings indicates strong repayment capacity.,good
2026-05-13T18:22:26,B007,6,precommit,WeakModelAgent,Decision: Approve Confidence: high Brief reason: The combination of owning housing and having quite rich savings indicates strong repayment capacity.,approve,high,The combination of owning housing and having quite rich savings indicates strong repayment capacity.,good
2026-05-13T18:22:52,B007,6,discussion,RouterManager,Decision: Approve Confidence: high Brief reason: The combination of owned housing and substantial savings indicates strong financial stability and low default risk.,approve,high,The combination of owned housing and substantial savings indicates strong financial stability and low default risk.,good
2026-05-13T18:23:18,B007,6,discussion,IncomeAgent,Decision: Approve Confidence: high Brief reason: The combination of owned housing and substantial savings confirms strong financial stability and repayment capacity.,approve,high,The combination of owned housing and substantial savings confirms strong financial stability and repayment capacity.,good
2026-05-13T18:23:49,B007,6,discussion,FraudAgent,Decision: Approve Confidence: high Brief reason: The combination of owning housing and having quite rich savings indicates strong financial stability and repayment capacity.,approve,high,The combination of owning housing and having quite rich savings indicates strong financial stability and repayment capacity.,good
2026-05-13T18:24:16,B007,6,discussion,CreditAgent,Decision: Approve Confidence: high Brief reason: The combination of owned housing and substantial savings indicates strong financial stability and low lending risk.,approve,high,The combination of owned housing and substantial savings indicates strong financial stability and low lending risk.,good
2026-05-13T18:24:44,B007,6,discussion,ComplianceAgent,Decision: Approve Confidence: high Brief reason: The combination of owned housing and substantial savings indicates strong financial stability and repayment capacity.,approve,high,The combination of owned housing and substantial savings indicates strong financial stability and repayment capacity.,good
2026-05-13T18:25:09,B007,6,discussion,SummariserAgent,"Decision: Approve Confidence: high Brief reason: Strong financial stability is demonstrated by owning housing and having substantial savings, indicating strong repayment capacity.",approve,high,"Strong financial stability is demonstrated by owning housing and having substantial savings, indicating strong repayment capacity.",good
2026-05-13T18:25:36,B007,6,discussion,WeakModelAgent,Decision: Approve Confidence: high Brief reason: Strong financial stability is indicated by the borrower owning housing and having quite rich savings.,approve,high,Strong financial stability is indicated by the borrower owning housing and having quite rich savings.,good
2026-05-13T18:26:04,B008,7,precommit,RouterManager,Decision: Approve Confidence: medium Brief reason: The stable job type and moderate checking account status indicate sufficient capacity for loan repayment.,approve,medium,The stable job type and moderate checking account status indicate sufficient capacity for loan repayment.,good
2026-05-13T18:26:33,B008,7,precommit,IncomeAgent,Decision: Refer Confidence: low Brief reason: Low savings status and lack of explicit income data require further financial review before approval.,refer,low,Low savings status and lack of explicit income data require further financial review before approval.,good
2026-05-13T18:27:01,B008,7,precommit,FraudAgent,Decision: Refer Confidence: medium Brief reason: Limited savings combined with renting status suggests caution for this significant loan request.,refer,medium,Limited savings combined with renting status suggests caution for this significant loan request.,good
2026-05-13T18:27:30,B008,7,precommit,CreditAgent,Decision: Refer Confidence: medium Brief reason: The low saving account status suggests limited financial resilience despite stable employment indicators.,refer,medium,The low saving account status suggests limited financial resilience despite stable employment indicators.,good
2026-05-13T18:27:57,B008,7,precommit,ComplianceAgent,Decision: Approve Confidence: medium Brief reason: The combination of acceptable job type and moderate checking account status suggests sufficient repayment capacity.,approve,medium,The combination of acceptable job type and moderate checking account status suggests sufficient repayment capacity.,good
2026-05-13T18:28:27,B008,7,precommit,SummariserAgent,Decision: Approve Confidence: medium Brief reason: The stable job type and moderate checking account offset the risk posed by low savings reserves.,approve,medium,The stable job type and moderate checking account offset the risk posed by low savings reserves.,good
2026-05-13T18:28:57,B008,7,precommit,WeakModelAgent,Decision: Refer Confidence: medium Brief reason: Stable employment is offset by low savings and a significant loan for a depreciating asset.,refer,medium,Stable employment is offset by low savings and a significant loan for a depreciating asset.,good
2026-05-13T18:29:32,B008,7,discussion,RouterManager,Decision: Refer Confidence: medium Brief reason: Low savings reserves combined with a significant loan for a depreciating asset necessitate further financial review.,refer,medium,Low savings reserves combined with a significant loan for a depreciating asset necessitate further financial review.,good
2026-05-13T18:30:04,B008,7,discussion,IncomeAgent,Decision: Refer Confidence: medium Brief reason: Low savings status suggests limited financial resilience despite stable employment indicators.,refer,medium,Low savings status suggests limited financial resilience despite stable employment indicators.,good
2026-05-13T18:30:38,B008,7,discussion,FraudAgent,Decision: Refer Confidence: medium Brief reason: Limited savings reserves combined with a significant loan amount and depreciating asset purpose warrants caution.,refer,medium,Limited savings reserves combined with a significant loan amount and depreciating asset purpose warrants caution.,good
2026-05-13T18:31:18,B008,7,discussion,CreditAgent,Decision: Refer Confidence: medium Brief reason: Limited savings reserves combined with a significant loan request necessitates further review of financial stability.,refer,medium,Limited savings reserves combined with a significant loan request necessitates further review of financial stability.,good
2026-05-13T18:31:54,B008,7,discussion,ComplianceAgent,Decision: Refer Confidence: medium Brief reason: Low savings reserves combined with a significant loan amount require further financial verification.,refer,medium,Low savings reserves combined with a significant loan amount require further financial verification.,good
2026-05-13T18:32:22,B008,7,discussion,SummariserAgent,Decision: Refer Confidence: medium Brief reason: Low savings reserves combined with a significant loan request require further detailed financial assessment beyond the available structured data.,refer,medium,Low savings reserves combined with a significant loan request require further detailed financial assessment beyond the available structured data.,good
2026-05-13T18:32:51,B008,7,discussion,WeakModelAgent,Decision: Refer Confidence: medium Brief reason: The low saving status and significant loan amount for a depreciating asset require further verification of the borrower's financial reserves.,refer,medium,The low saving status and significant loan amount for a depreciating asset require further verification of the borrower's financial reserves.,good
2026-05-13T18:33:18,B009,8,precommit,RouterManager,Decision: Approve Confidence: high Brief reason: The combination of owning housing and having a rich savings account indicates strong financial stability.,approve,high,The combination of owning housing and having a rich savings account indicates strong financial stability.,good
2026-05-13T18:33:42,B009,8,precommit,IncomeAgent,Decision: Approve Confidence: high Brief reason: Excellent financial standing indicated by rich savings accounts and owned housing suggests strong repayment capacity.,approve,high,Excellent financial standing indicated by rich savings accounts and owned housing suggests strong repayment capacity.,good
