borrower_id,kaggle_truth_label,agent_name,routed_to_agent,pre_call_drift_score,aba_triggered,parsed_decision,confidence_flag,brief_reason
B002,bad,CreditAgent,ComplianceAgent,0.0,False,unknown,unknown,Thinking Process: 1. **Analyze the Role and Context:** I am the CreditAgent. The current scenario is Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring. My goal is to make a credit decision based *only* on the provi ...
B002,bad,ComplianceAgent,ComplianceAgent,0.0,False,approve,medium,"Thinking Process: 1. **Analyze the Role and Constraints:** I am the ComplianceAgent. I must make a lending decision (Approve, Reject, or Refer) based *only* on the provided structured German Credit dataset fields for B00 ..."
B002,bad,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,Thinking Process: 1. **Analyze the Role and Goal:** I am the SummariserAgent. My goal is to make a credit decision (Approve/Reject/Refer) based *only* on the provided structured German Credit dataset fields for Borrower ...
B002,bad,WeakModelAgent,ComplianceAgent,0.0,False,unknown,high,Thinking Process: 1. **Identify Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B002 using only the provided structured German Credit dataset fields. 2. **Analyze Input ...
B003,good,RouterManager,ComplianceAgent,0.0,False,approve,low,"Thinking Process: 1. **Analyze Role and Goal:** I am the RouterManager. My goal is to make a credit decision (Approve/Reject/Refer) based on limited structured data from the German Credit dataset, following adaptive beha ..."
B003,good,IncomeAgent,ComplianceAgent,0.0,False,unknown,medium,"Thinking Process: 1. **Analyze the Role and Context:** I am the IncomeAgent. My goal is to assess credit risk for Borrower B003 using *only* the provided structured German Credit dataset fields. The scenario emphasizes "" ..."
B003,good,FraudAgent,ComplianceAgent,0.0,False,unknown,unknown,"Thinking Process: 1. **Analyze the Role and Context:** I am the FraudAgent. The scenario is ""Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring."" My goal is to assess credit risk for Borrower B003 using *only* the p ..."
B003,good,CreditAgent,ComplianceAgent,0.0,False,approve,unknown,Thinking Process: 1. **Analyze the Role and Context:** I am the CreditAgent. My goal is to make a credit decision (Approve/Reject/Refer) based *only* on the provided structured German Credit dataset fields for Borrower B ...
B003,good,ComplianceAgent,ComplianceAgent,0.0,False,approve,high,"Thinking Process: 1. **Analyze the Role and Goal:** I am the ComplianceAgent. My goal is to make a lending decision (Approve, Reject, or Refer) based *only* on the provided structured German Credit dataset fields for Bor ..."
B003,good,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B003. I must use only the provided structured German Credit dataset fields. I cannot ask for external docume ...
B003,good,WeakModelAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Identify Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B003 using only the provided structured German Credit dataset fields. 2. **Analyze Input ...
B004,good,RouterManager,ComplianceAgent,0.0,False,approve,medium,"Thinking Process: 1. **Analyze Role and Goal:** I am the RouterManager. My goal is to make a credit decision (Approve/Reject/Refer) based solely on the provided structured data from the German Credit dataset, following a ..."
B004,good,IncomeAgent,ComplianceAgent,0.0,False,unknown,low,"Thinking Process: 1. **Analyze the Role and Context:** I am the IncomeAgent. My task is to assess credit risk for Borrower B004 using *only* the provided structured German Credit dataset fields. The scenario emphasizes "" ..."
B004,good,FraudAgent,ComplianceAgent,0.0,False,unknown,unknown,"Thinking Process: 1. **Analyze the Role and Context:** I am the FraudAgent. The scenario is ""Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring."" My goal is to assess credit risk for Borrower B004 using *only* the p ..."
B004,good,CreditAgent,ComplianceAgent,0.0,False,approve,low,Thinking Process: 1. **Analyze the Role and Context:** I am the CreditAgent. My task is to make a credit decision (Approve/Reject/Refer) based *only* on the provided structured German Credit dataset fields for Borrower B ...
B004,good,ComplianceAgent,ComplianceAgent,0.0,False,approve,unknown,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B004 using only the provided structured German Credit dataset fields. **Constraints Checklist & Plan:** 1 ..."
B004,good,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B004. I must use only the provided structured German Credit dataset fields. The current drift-aware route le ...
B004,good,WeakModelAgent,ComplianceAgent,0.0,False,unknown,low,Thinking Process: 1. **Identify Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B004 using only the provided structured German Credit dataset fields. 2. **Analyze Input ...
B005,bad,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B005 using only the provided structured data from the German Credit dataset. **Constraints & Rules:** 1. Use ...
B005,bad,IncomeAgent,ComplianceAgent,0.0,False,unknown,unknown,Thinking Process: 1. **Analyze the Role and Context:** I am the IncomeAgent. My primary function is to assess credit risk based *only* on structured data fields from the German Credit dataset. The scenario is Week 4 Tues ...
B005,bad,FraudAgent,ComplianceAgent,0.0,False,unknown,unknown,"Thinking Process: 1. **Analyze the Role and Context:** I am the FraudAgent. The scenario is ""Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring."" My goal is to assess credit risk for Borrower B005 using *only* the p ..."
B005,bad,CreditAgent,ComplianceAgent,0.0,False,approve,low,Thinking Process: 1. **Analyze the Role and Context:** I am the CreditAgent. My goal is to make a credit decision (Approve/Reject/Refer) based *only* on the provided structured German Credit dataset fields for Borrower B ...
B005,bad,ComplianceAgent,ComplianceAgent,0.0,False,approve,medium,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B005. I must use only the provided structured German Credit dataset fields. **Borrower Data (B005):** * A ..."
B005,bad,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B005. I must use only the provided structured German Credit dataset fields. No external documents or additio ...
B005,bad,WeakModelAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Identify Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B005 using only the provided structured German Credit dataset fields. 2. **Analyze Input ...
B006,good,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B006 using only the provided structured data from the German Credit dataset. **Constraints & Rules:** 1. Use ...
B006,good,IncomeAgent,ComplianceAgent,0.0,False,unknown,unknown,Thinking Process: 1. **Analyze the Role and Context:** I am the IncomeAgent. My task is to assess credit risk for Borrower B006 using *only* the provided structured German Credit dataset fields. The scenario requires ada ...
B006,good,FraudAgent,ComplianceAgent,0.0,False,unknown,unknown,"Thinking Process: 1. **Analyze the Role and Context:** I am the FraudAgent. The scenario is ""Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring."" My goal is to assess credit risk for Borrower B006 using *only* the p ..."
B006,good,CreditAgent,ComplianceAgent,0.0,False,approve,low,Thinking Process: 1. **Analyze the Role and Context:** I am the CreditAgent. My goal is to make a credit decision (Approve/Reject/Refer) based *only* on the provided structured German Credit dataset fields for Borrower B ...
B006,good,ComplianceAgent,ComplianceAgent,0.0,False,approve,medium,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B006. I must use only the provided structured German Credit dataset fields. **Borrower Data (B006):** * A ..."
B006,good,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B006. I must use only the provided structured German Credit dataset fields. No external documents are availa ...
B006,good,WeakModelAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Identify Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B006 using only the provided structured German Credit dataset fields. 2. **Analyze Input ...
B007,good,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B007 using only the provided structured data from the German Credit dataset. **Constraints & Rules:** 1. Use ...
B007,good,IncomeAgent,ComplianceAgent,0.0,False,unknown,unknown,Thinking Process: 1. **Analyze Role and Context:** I am the IncomeAgent. My task is to assess credit risk for Borrower B007 using *only* the provided structured German Credit dataset fields. The scenario dictates strict ...
B007,good,FraudAgent,ComplianceAgent,0.0,False,unknown,unknown,"Thinking Process: 1. **Analyze the Role and Context:** I am the FraudAgent. The scenario is ""Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring."" My goal is to assess credit risk for Borrower B007 using *only* the p ..."
B007,good,CreditAgent,ComplianceAgent,0.0,False,approve,unknown,Thinking Process: 1. **Analyze the Role and Context:** I am the CreditAgent. My task is to make a credit decision (Approve/Reject/Refer) based *only* on the provided structured German Credit dataset fields for Borrower B ...
B007,good,ComplianceAgent,ComplianceAgent,0.0,False,approve,unknown,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B007. I must use only the provided structured German Credit dataset fields. **Borrower Data (B007):** * A ..."
B007,good,SummariserAgent,ComplianceAgent,0.0,False,approve,unknown,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B007. I must use only the provided structured German Credit dataset fields. The current drift-aware route le ...
B007,good,WeakModelAgent,ComplianceAgent,0.0,False,unknown,unknown,Thinking Process: 1. **Analyze Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B007 using *only* the provided structured German Credit dataset fields. 2. **Identify Con ...
B008,good,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B008 using only the provided structured data from the German Credit dataset. **Constraints & Rules:** 1. Use ...
B008,good,IncomeAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Analyze Role and Context:** I am the IncomeAgent. My task is to assess credit risk for Borrower B008 using *only* the provided structured German Credit dataset fields. The scenario emphasizes stric ...
B008,good,FraudAgent,ComplianceAgent,0.0,False,unknown,unknown,"Thinking Process: 1. **Analyze the Role and Context:** I am the FraudAgent. The scenario is ""Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring."" My goal is to assess credit risk for Borrower B008 using *only* the p ..."
B008,good,CreditAgent,ComplianceAgent,0.0,False,approve,medium,Thinking Process: 1. **Analyze the Role and Context:** I am the CreditAgent. My goal is to make a credit decision (Approve/Reject/Refer) based *only* on the provided structured German Credit dataset fields for Borrower B ...
B008,good,ComplianceAgent,ComplianceAgent,0.0,False,approve,high,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B008. I must use only the provided structured German Credit dataset fields. **Borrower Data (B008):** * A ..."
B008,good,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B008. I must use only the provided structured German Credit dataset fields. No external documents are availa ...
B008,good,WeakModelAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Analyze Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B008 using *only* the provided structured German Credit dataset fields. I must adhere str ...
B009,good,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B009 based on limited structured data from the German Credit dataset. **Constraints & Rules:** 1. Use only t ...
B009,good,IncomeAgent,ComplianceAgent,0.0,False,approve,medium,Thinking Process: 1. **Analyze Role and Context:** I am the IncomeAgent. My primary function is to assess credit risk for Borrower B009 using *only* the provided structured German Credit dataset fields. The scenario dict ...
B009,good,FraudAgent,ComplianceAgent,0.0,False,unknown,unknown,"Thinking Process: 1. **Analyze the Role and Context:** I am the FraudAgent. The scenario is ""Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring."" My goal is to assess credit risk for Borrower B009 using *only* the p ..."
B009,good,CreditAgent,ComplianceAgent,0.0,False,approve,high,The user wants me to act as the CreditAgent and make a credit decision (Approve/Reject/Refer) for Borrower B009. I must use only the provided structured German Credit dataset fields. I must follow the specified output st ...
B009,good,ComplianceAgent,ComplianceAgent,0.0,False,approve,unknown,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B009. I must use only the provided structured German Credit dataset fields. **Borrower Data (B009):** * A ..."
B009,good,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B009. I must use only the provided structured German Credit dataset fields. No external documents are availa ...
B009,good,WeakModelAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Analyze Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B009 using *only* the provided structured German Credit dataset fields. I must adhere str ...
B010,bad,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B010. I must use only the provided structured German Credit dataset fields. The current drift-aware route le ...
B010,bad,IncomeAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Analyze Role and Context:** I am the IncomeAgent. My task is to assess credit risk for Borrower B010 using *only* the provided structured German Credit dataset fields. The scenario dictates strict ...
B010,bad,FraudAgent,ComplianceAgent,0.0,False,unknown,medium,"Thinking Process: 1. **Analyze the Role and Context:** I am the FraudAgent. My task is to assess credit risk for Borrower B010 using *only* the provided structured German Credit dataset fields. The scenario emphasizes ""A ..."
B010,bad,CreditAgent,ComplianceAgent,0.0,False,approve,high,The user wants me to act as the CreditAgent and make a credit decision (Approve/Reject/Refer) for Borrower B010. I must use only the provided structured German Credit dataset fields. The current drift-aware route leader ...
B010,bad,ComplianceAgent,ComplianceAgent,0.0,False,approve,high,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B010. I must use only the provided structured German Credit dataset fields. No external documents are all ..."
B010,bad,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B010. I must use only the provided structured German Credit dataset fields. No external documents are availa ...
B010,bad,WeakModelAgent,ComplianceAgent,0.0,False,unknown,medium,The user wants me to act as the WeakModelAgent and assess a credit application (B010) based solely on provided structured data fields from the German Credit dataset. **Constraints Checklist & Plan:** 1. **Role:** WeakMod ...
B011,bad,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B011. I must use only the provided structured German Credit dataset fields. The current drift-aware route le ...
B011,bad,IncomeAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the IncomeAgent and assess credit risk for Borrower B011. I must use only the provided structured German Credit dataset fields. The current drift-aware route leader is ComplianceAgent. **Borro ...
B011,bad,FraudAgent,ComplianceAgent,0.0,False,unknown,medium,The user wants me to act as the FraudAgent and assess credit risk for Borrower B011 based on a structured German Credit dataset profile. **Scenario:** Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring. **Role:** Fr ...
B011,bad,CreditAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the CreditAgent and make a credit decision (Approve/Reject/Refer) for Borrower B011. I must use only the provided structured German Credit dataset fields. No external documents or additional i ...
B011,bad,ComplianceAgent,ComplianceAgent,0.0,False,approve,medium,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B011. I must use only the provided structured German Credit dataset fields. No external documents are ava ..."
B011,bad,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B011. I must use only the provided structured German Credit dataset fields. No external documents are availa ...
B011,bad,WeakModelAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Analyze Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B011 using *only* the provided structured German Credit dataset fields. 2. **Identify Con ...
B012,bad,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B012. I must use only the provided structured German Credit dataset fields. The current drift-aware route le ...
B012,bad,IncomeAgent,ComplianceAgent,0.0,False,unknown,unknown,Thinking Process: 1. **Analyze Role and Context:** I am the IncomeAgent. My task is to assess credit risk for Borrower B012 using *only* the provided structured German Credit dataset fields. The current drift-aware route ...
B012,bad,FraudAgent,ComplianceAgent,0.0,False,unknown,unknown,"Thinking Process: 1. **Analyze the Role and Context:** I am the FraudAgent. The scenario is ""Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring."" My goal is to assess credit risk for Borrower B012 using *only* the p ..."
B012,bad,CreditAgent,ComplianceAgent,0.0,False,approve,low,The user wants me to act as the CreditAgent and make a credit decision (Approve/Reject/Refer) for Borrower B012. I must use only the provided structured German Credit dataset fields. No external documents are available. ...
B012,bad,ComplianceAgent,ComplianceAgent,0.0,False,approve,low,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B012. I must use only the provided structured German Credit dataset fields. No external documents are ava ..."
B012,bad,SummariserAgent,ComplianceAgent,0.0,False,approve,unknown,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B012. I must use only the provided structured German Credit dataset fields. No external documents are availa ...
B012,bad,WeakModelAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Analyze Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B012 using *only* the provided structured German Credit dataset fields. I must adhere str ...
B013,good,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B013 using only the provided structured German Credit dataset fields. **Constraints & Rules:** 1. Use only t ...
B013,good,IncomeAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Analyze Role and Context:** I am the IncomeAgent. My sole function is to assess credit risk using *only* the provided structured German Credit dataset fields for Borrower B013. The current drift-aw ...
B013,good,FraudAgent,ComplianceAgent,0.0,False,unknown,medium,The user wants me to act as the FraudAgent and assess credit risk for Borrower B013 based on a structured German Credit dataset profile. **Scenario:** Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring. **Role:** Fr ...
B013,good,CreditAgent,ComplianceAgent,0.0,False,approve,high,The user wants me to act as the CreditAgent and make a credit decision (Approve/Reject/Refer) for Borrower B013. I must use only the provided structured German Credit dataset fields. No external documents are available. ...
B013,good,ComplianceAgent,ComplianceAgent,0.0,False,approve,medium,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B013. I must use only the provided structured German Credit dataset fields. No external documents are ava ..."
B013,good,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B013. I must use only the provided structured German Credit dataset fields. No external documents are availa ...
B013,good,WeakModelAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Analyze Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B013 using *only* the provided structured German Credit dataset fields. I must adhere str ...
B014,bad,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B014. I must use only the provided structured German Credit dataset fields. No external documents or assumpt ...
B014,bad,IncomeAgent,ComplianceAgent,0.0,False,approve,high,one short sentence. 3. **Analyze the Draft Content:** *
B014,bad,FraudAgent,ComplianceAgent,0.0,False,approve,high,"one short sentence. 2. **Constraint Check:** Do not add new analysis; infer the closest structured answer from the draft. 3. **Analyze the Draft Content (B014):** * The draft is incomplete (""Age"
B014,bad,CreditAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the CreditAgent and make a credit decision (Approve/Reject/Refer) for Borrower B014. I must use only the provided structured German Credit dataset fields. No external documents are available. ...
B014,bad,ComplianceAgent,ComplianceAgent,0.0,False,approve,unknown,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B014. I must use only the provided structured German Credit dataset fields. No external documents are ava ..."
B014,bad,SummariserAgent,ComplianceAgent,0.0,False,approve,unknown,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B014. I must use only the provided structured German Credit dataset fields. No external documents are availa ...
B014,bad,WeakModelAgent,ComplianceAgent,0.0,False,approve,high,[one short sentence]`. 5. **Input Data (B014):** * Age: 60 * Sex: male * Job type: 1 (Likely
B015,good,RouterManager,ComplianceAgent,0.0,False,approve,low,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B015. I must use only the provided structured German Credit dataset fields. No external documents or assumpt ...
B015,good,IncomeAgent,ComplianceAgent,0.0,False,unknown,medium,Thinking Process: 1. **Analyze Role and Context:** I am the IncomeAgent. My task is to assess credit risk for Borrower B015 using *only* the provided structured German Credit dataset fields. The current drift-aware route ...
B015,good,FraudAgent,ComplianceAgent,0.0,False,unknown,low,The user wants me to act as the FraudAgent and assess credit risk for Borrower B015 based on a structured German Credit dataset profile. **Scenario:** Week 4 Tuesday Scenario 3: Adaptive Behaviour Anchoring. **Role:** Fr ...
B015,good,CreditAgent,ComplianceAgent,0.0,False,approve,unknown,The user wants me to act as the CreditAgent and make a credit decision (Approve/Reject/Refer) for Borrower B015. I must use only the provided structured German Credit dataset fields. The current drift-aware route leader ...
B015,good,ComplianceAgent,ComplianceAgent,0.0,False,approve,low,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B015. I must use only the provided structured German Credit dataset fields. No external documents are ava ..."
B015,good,SummariserAgent,ComplianceAgent,0.0,False,approve,unknown,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B015. I must use only the provided structured German Credit dataset fields. No external documents are availa ...
B015,good,WeakModelAgent,ComplianceAgent,0.0,False,unknown,unknown,Thinking Process: 1. **Analyze Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B015 using *only* the provided structured German Credit dataset fields. I must adhere str ...
B016,bad,RouterManager,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B016 using only the provided structured German Credit dataset fields. **Constraints:** 1. Use only the struc ...
B016,bad,IncomeAgent,ComplianceAgent,0.0,False,unknown,medium,The user wants me to act as the IncomeAgent and assess credit risk for Borrower B016. I must use only the provided structured German Credit dataset fields. The current drift-aware route leader is ComplianceAgent. **Borro ...
B016,bad,FraudAgent,ComplianceAgent,0.0,False,approve,high,one short sentence. 3. **
B016,bad,CreditAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the CreditAgent and make a credit decision (Approve/Reject/Refer) for Borrower B016. I must use only the provided structured German Credit dataset fields. No external documents are available. ...
B016,bad,ComplianceAgent,ComplianceAgent,0.0,False,approve,medium,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B016 based solely on the provided structured German Credit dataset fields. **Constraint Checklist & Confi ..."
B016,bad,SummariserAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as a SummariserAgent and make a credit decision (Approve/Reject/Refer) for Borrower ID B016. I must use only the provided structured German Credit dataset fields. No external documents are availa ...
B016,bad,WeakModelAgent,ComplianceAgent,0.0,False,unknown,unknown,The user wants me to act as the WeakModelAgent and assess a credit application (B016) based solely on provided structured data fields from the German Credit dataset. **Constraints Checklist & Plan:** 1. **Role:** WeakMod ...
B017,good,RouterManager,ComplianceAgent,0.0,False,approve,unknown,The user wants me to act as the RouterManager and make a credit decision (Approve/Reject/Refer) for Borrower ID B017. I must use only the provided structured German Credit dataset fields. The current drift-aware route le ...
B017,good,IncomeAgent,ComplianceAgent,0.0,False,unknown,unknown,The user wants me to act as the IncomeAgent and assess credit risk for Borrower B017. I must use only the provided structured German Credit dataset fields. No external documents are available. The current drift-aware rou ...
B017,good,FraudAgent,ComplianceAgent,0.0,False,unknown,low,"Thinking Process: 1. **Analyze the Request and Role:** I am the FraudAgent. My task is to assess credit risk for Borrower B017 using a structured German Credit dataset profile. The scenario is ""Week 4 Tuesday Scenario 3: ..."
B017,good,CreditAgent,ComplianceAgent,0.0,False,approve,medium,The user wants me to act as the CreditAgent and make a credit decision (Approve/Reject/Refer) for Borrower B017 using only the provided structured German Credit dataset fields. **Constraint Checklist & Confidence Score:* ...
B017,good,ComplianceAgent,ComplianceAgent,0.0,False,approve,unknown,"The user wants me to act as a ComplianceAgent and make a lending decision (Approve, Reject, or Refer) for Borrower B017. I must use only the provided structured German Credit dataset fields. No external documents are ava ..."
B017,good,SummariserAgent,ComplianceAgent,0.0,False,approve,unknown,"Thinking Process: 1. **Analyze the Request:** The goal is to reformat a provided ""SummariserAgent draft"" into a specific output structure (Decision, Confidence, Brief reason). Crucially, I must *not* add new analysis and ..."
B017,good,WeakModelAgent,ComplianceAgent,0.0,False,unknown,unknown,Thinking Process: 1. **Analyze Role and Goal:** I am the WeakModelAgent. My goal is to assess a credit application for Borrower ID B017 using *only* the provided structured German Credit dataset fields. I must adhere str ...
